Timestamp,Image_Name,Ego_Lat,Ego_Lon,Ego_Speed,Lead_Lat,Lead_Lon,Lead_Speed,Fused_Distance,Vision_Distance,Lidar_Distance,Relative_Speed,Measurement_Type,Class_Label,BBOX_x1,BBOX_y1,BBOX_x2,BBOX_y2
1768960758.280,0171.jpg,10.46349350,77.94708382,15.82,10.46373879,77.94710747,15.44,27.43,22.78,27.43,-0.39,LiDAR,truck,600,291,695,409
1768960758.333,0172.jpg,10.46350206,77.94708445,15.81,10.46374729,77.94710835,15.52,27.42,22.92,27.42,-0.29,LiDAR,truck,600,292,695,410
1768960758.364,0173.jpg,10.46353621,77.94708704,15.77,10.46378134,77.94711196,15.56,27.42,22.85,27.42,-0.21,LiDAR,truck,600,292,694,410
1768960758.405,0174.jpg,10.46353621,77.94708704,15.77,10.46378116,77.94711195,15.48,27.40,22.79,27.40,-0.29,LiDAR,truck,599,292,694,410
1768960758.436,0175.jpg,10.46353621,77.94708704,15.77,10.46378115,77.94711194,15.55,27.40,22.82,27.40,-0.21,LiDAR,truck,600,292,694,410
1768960758.488,0176.jpg,10.46353621,77.94708704,15.77,10.46378091,77.94711192,15.46,27.38,22.69,27.38,-0.30,LiDAR,truck,599,292,695,410
1768960758.531,0177.jpg,10.46353621,77.94708704,15.77,10.46378089,77.94711192,15.54,27.37,22.81,27.37,-0.23,LiDAR,truck,600,292,695,410
1768960758.573,0178.jpg,10.46353621,77.94708704,15.77,10.46378092,77.94711192,15.63,27.38,22.76,27.38,-0.14,LiDAR,truck,600,291,695,410
1768960758.623,0179.jpg,10.46353621,77.94708704,15.77,10.46378094,77.94711192,15.68,27.38,22.73,27.38,-0.08,LiDAR,truck,600,291,695,409
1768960758.643,0180.jpg,10.46353621,77.94708704,15.77,10.46378096,77.94711193,15.74,27.38,22.73,27.38,-0.02,LiDAR,truck,600,291,695,408
1768960758.690,0181.jpg,10.46353621,77.94708704,15.77,10.46378046,77.94711187,15.40,27.33,22.74,27.33,-0.37,LiDAR,truck,600,290,695,408
1768960758.750,0182.jpg,10.46355608,77.94708862,15.74,10.46380028,77.94711395,15.48,27.33,22.70,27.33,-0.26,LiDAR,truck,600,290,695,408
1768960758.780,0183.jpg,10.46355608,77.94708862,15.74,10.46379994,77.94711391,15.18,27.29,22.73,27.29,-0.56,LiDAR,truck,600,291,695,409
1768960758.822,0184.jpg,10.46357875,77.94709047,15.72,10.46382252,77.94711629,15.29,27.28,22.69,27.28,-0.43,LiDAR,truck,600,292,695,410
1768960758.874,0185.jpg,10.46357875,77.94709047,15.72,10.46382238,77.94711627,15.33,27.27,22.67,27.27,-0.39,LiDAR,truck,600,292,695,411
1768960758.907,0186.jpg,10.46357875,77.94709047,15.72,10.46382238,77.94711627,15.45,27.27,22.73,27.27,-0.27,LiDAR,truck,600,292,695,411
1768960758.947,0187.jpg,10.46358441,77.94709094,15.71,10.46382803,77.94711688,15.52,27.27,22.77,27.27,-0.19,LiDAR,truck,600,292,695,411
1768960758.978,0188.jpg,10.46359007,77.94709142,15.70,10.46383344,77.94711747,15.32,27.24,22.76,27.24,-0.38,LiDAR,truck,600,291,695,410
1768960759.020,0189.jpg,10.46360703,77.94709285,15.68,10.46385040,77.94711931,15.45,27.25,22.83,27.25,-0.23,LiDAR,truck,601,290,695,409
1768960759.062,0190.jpg,10.46360703,77.94709285,15.68,10.46385013,77.94711928,15.30,27.22,22.76,27.22,-0.39,LiDAR,truck,600,290,695,408
1768960759.104,0191.jpg,10.46360703,77.94709285,15.68,10.46385013,77.94711928,15.42,27.22,22.80,27.22,-0.27,LiDAR,truck,601,290,695,408
1768960759.155,0192.jpg,10.46362678,77.94709456,15.67,10.46386985,77.94712147,15.49,27.22,22.74,27.22,-0.18,LiDAR,truck,601,290,696,408
